Title,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Filming Locations,Budget, Action, Adult, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,English,Spanish,Japanese,German,Hindi,Filipino,French,Tagalog,Thai,Tamil,Turkish,Russian,Indonesian,Italian,Mandarin,Korean,Swedish,Portuguese,Telugu,Chinese,Malayalam,Malay,Cantonese,Kannada,Danish,Norwegian,Dutch,Arabic,Romanian,Hungarian,Vietnamese,Latin,Serbian,Catalan,Ukrainian,Persian,American Sign Language,Bulgarian,Polish,Bengali
Arkham Sanitarium: Soul Eater (2014),0.39999999999997726,0.9295774647887324,0.2,2.2,0.363095238095238,"Directed by Julian Grant. With Shannon Brown, Rinska Carrasco, Marc Edwards, Ron Fitzgerald. Arkham Sanitarium was vacant for years after a sex and death cult was arrested for committing heinous acts on patients. Today paranormal investigators are trapped and battling malevolent forces as they grapple with the very creatures created by HP Lovecraft.",0.859750532400365,0.9358974358974359,0.021184205374653712,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vampires: Lucas Rising (2014),0.39999999999997726,0.9154929577464789,0.9,5.0,0.5654761904761905,"Directed by Jason Davitt. With Rhys Howells, Dan Briggs, Abigail Law-Briggs, Tim Benge. The on going Vampire saga that started with Vampires: Brighter in Darkness, Vampires: Lucas Rising tells the tale of the immortals Lucas Delmore and Toby Brighter and their fight to defend their Love and Mankind.",0.791907514450867,0.8846153846153846,0.011381573744113548,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tall Men (2016),0.8000000000000114,0.9295774647887324,0.7000000000000001,3.4,0.7202380952380952,"Directed by Jonathan Holbrook. With Dan Crisafulli, Kay Whitney, Richard Garcia, Pat Cashman. A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card.",0.2211743230909644,0.8974358974358974,0.0015789421135733795,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age of the Dead (2015),0.8000000000000114,0.9295774647887324,0.45,2.9,0.4285714285714286,"Directed by Francesco Picone. With Aaron Stielstra, Michael Segal, Marius Bizau, Désirée Giorgetti. Alice a mother to be fights for survival as a virus breaks out around the world.",0.003346516580468512,0.9358974358974359,0.0028070122954755032,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call Girl of Cthulhu (2014),0.5999999999999659,0.9295774647887324,0.2,4.7,0.47619047619047616,"Directed by Chris LaMartina. With David Phillip Carollo, Melissa LaMartina, Nicolette le Faye, Dave Gamble. When a virginal artist falls in love with a call girl, she turns out to be the chosen bride of the alien god Cthulhu. To save her, he must stop an ancient cult from summoning their god and destroying mankind.",0.244599939154244,0.9358974358974359,0.004035082477377628,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slit Mouth Woman in LA (2014),0.8000000000000114,0.4366197183098592,0.35000000000000003,4.2,0.5476190476190477,"Directed by Akira Hirose, Hiro Kay, Kazuya Ogawa. With Megumi Ageishi, Roza Akino, Mennell Alkhawaja, Courtney Bandeko. The rumor of Slit mouth woman is blasting in LA. Claire (Lauren Taylor) sees the nightmare of her every night. She met the professor of the urban legends research and talk about the phenomenon. She finds out that the incidents are not just Slit mouth woman but the other urban legends from Japan. The professor assumes that some of the homicides are relates to Japanese Urban Legends and ghosts, ...",0.6632187404928506,0.9358974358974359,0.005263152659279751,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barrio Tales (2012),0.0,0.9295774647887324,0.5,4.0,0.4285714285714286,"Directed by Jarret Tarnol. With Alexander Aguila, Carson Aune, Adam Beesely, Maritza Brikisak. Two American teenagers in search of cheap drugs, trespass into the seedy town of Barrio, Mexico. What they find instead is a disturbed story teller and three tales filled with blood, witches and a cannibalistic taco chef.",0.0304228780042592,0.8974358974358974,0.003986836863088615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost After Dark (2015),0.5999999999999659,0.9295774647887324,0.2,4.8,0.45833333333333337,"Directed by Ian Kessner. With Sarah Fisher, Mark Wiebe, Jesse Camacho, Kendra Leigh Timmins. In this clever homage to '80s slasher films, a group of teenagers looking to party get stranded when their ride breaks down and end up being stalked by a cannibalistic killer.",0.8372376026772133,0.15384615384615385,0.0027105210668974793,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead Souls (2012),0.0,0.9295774647887324,0.2,4.5,0.47619047619047616,"Directed by Colin Theys. With Jesse James, Magda Apanowicz, Bill Moseley, Geraldine Hughes. Johnny Petrie learns on his 18th birthday that he was adopted after inheriting a farm in Maine. Eager to start a new life, Johnny leaves home so he can began afresh in this ""new"" dwelling. However, Johnny soon discovers that the farm, which has been abandoned for eighteen years since his natural family died, harbors a horrifying history about the deaths of said natural family.",0.4466078491025251,0.8974358974358974,0.0014342052707063434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#1 Serial Killer (2013),0.19999999999998863,0.9295774647887324,0.2,6.0,0.4464285714285714,"Directed by Stanley Yung. With Jason Tobin, Eugenia Yuan, Tzi Ma, Shoshana Bush. Years of seething rage against the racism he's experienced, combined with his idolization of Ted Bundy, has left Eddy has one goal: to become the greatest serial killer in history. Because he hides under the mask of his outwardly polite and quiet persona, his victims are taken completely by surprise as he reveals himself to be a bloody and violent force to be reckoned with.",0.4222695466991177,0.9358974358974359,0.00015788947451520776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tragedy Girls (2017),1.0,0.9295774647887324,0.5,6.8,0.5119047619047619,"Directed by Tyler MacIntyre. With Josh Hutcherson, Brianna Hildebrand, Kevin Durand, Nicky Whelan. A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy and cement their legacy as modern horror legends.",0.4940675387891694,0.8974358974358974,0.010081866134933799,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mirror (2014),0.39999999999997726,0.9154929577464789,0.2,4.3,0.45238095238095233,"Directed by Edward Boase. With Jemma Dallender, Joshua Dickinson, Nate Fallows, Abby Ford. Three intrepid flatmates who purchase the supposedly haunted antique on eBay and set up round the clock cameras in the hopes of capturing evidence of something going bump in the night.",0.4344386979008214,0.8846153846153846,0.020005842795352387,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TORMENT (2017),1.0,0.4225352112676056,0.2,5.199999999999999,0.4642857142857143,"Directed by Adam Ford. With Matteo De Liberato, Stefano del Biondo, Andrea di Bella, Rikky Fiore. Freely inspired to the GACY's torture insane world, this film promise to tell what in other movies no one had the courage to push the limits!",0.6522665044113173,0.7692307692307692,0.029929819455770976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Creek (2016),0.8000000000000114,0.9295774647887324,0.2,6.1,0.47619047619047616,"Directed by Colin Adams-Toomey. With Brynna Bartoo, Lisa Coruzzi, Bethany Duff, Brendan Duff. As they approach the end of childhood, three elementary school kids must brave the woods on Halloween to face a monster born from their nightmares.",0.1530270763614238,0.9358974358974359,0.03985379611618957,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dark Stranger (2015),0.5999999999999659,0.14084507042253522,0.2,4.4,0.4642857142857143,"Directed by Chris Trebilcock. With Katie Findlay, Alex Ozerov, Enrico Colantoni, Stephen McHattie. Haunted by a terrifying spirit out of her graphic novel, a young artist struggles to overcome her psychosis before it destroys her.",0.5345299665348342,0.9358974358974359,0.04977777277660816,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
April Apocalypse (2013),0.5999999999999659,0.9295774647887324,0.2,5.1,0.4285714285714286,"Directed by Jarret Tarnol. With Reece Thompson, Rebekah Brandes, Brent Tarnol, Stephanie Hunt. After years of yearning for the girl next door, Artie finally builds the courage to woo her... only to find out the girl of his dreams and best friend, April, is moving away - sending Artie into a deep depression. Three years later, the emptiness subsides and the lion inside tells Artie to ""go find April and make her yours"". Empowered and eager to find April, Artie crashes his car on the way... ...",0.7879525403103134,0.9358974358974359,0.059701749437026747,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outpost: Rise of the Spetsnaz (2013),0.19999999999998863,0.9154929577464789,0.2,5.1,0.4464285714285714,"Directed by Kieran Parker. With Bryan Larkin, Iván Kamarás, Velibor Topic, Laurence Possa. In this third installment of the hit Nazi Zombie action horror movie, Outpost: Rise Of The Spetnaz, we discover the horrifying origins of these supernatural soldiers and see them in ferocious gladiatorial battle against the most ruthless and notorious of all military special forces: the Russian Spetsnaz.",0.1527228475813812,0.9358974358974359,0.06962572609744534,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankenstein vs. The Mummy (2015),0.5999999999999659,0.6338028169014085,0.2,3.9,0.6130952380952381,"Directed by Damien Leone. With Max Rhyser, Ashton Leigh, Boomer Tibbs, Brandon deSpain. The mummy of a cursed pharaoh and a reanimated corpse terrorize a medical university. Only an Egyptologist and a college professor, the deranged Dr. Frankenstein, may be able to stop the creatures before it's too late.",0.6589595375722543,0.9358974358974359,0.07954970275786392,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evil Dead (2013),0.19999999999998863,0.9295774647887324,0.5,6.5,0.47023809523809523,"Directed by Fede Alvarez. With Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci. Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods.",0.41344691207788253,0.6282051282051282,0.08947367941828252,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk18 (2017),1.0,0.9295774647887324,0.5,7.2,0.44047619047619047,"Directed by Andrew Tiernan. With Shona McWilliams, Jamie Beddard, Ian Hart, Jean-Marc Barr. A documentary film-maker suspects she is being brainwashed by a secret government organisation.",0.8703985397018558,0.9358974358974359,0.07171052143005538,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feral (2017),1.0,0.9295774647887324,0.5,6.2,0.4642857142857143,"Directed by Mark Young. With Scout Taylor-Compton, Olivia Luccardi, Lew Temple, Renee Olstead. Students fight to survive a weekend in the woods.",0.8475813811986613,0.8974358974358974,0.053947363441828225,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Come Out and Play (2012),0.19999999999998863,0.9295774647887324,0.5,4.7,0.5535714285714286,"Directed by Makinov. With Ebon Moss-Bachrach, Vinessa Shaw, Daniel Giménez Cacho, Gerardo Taracena. A couple take a vacation to a remote island - their last holiday together before they become parents. Soon after their arrival, they notice that no adults seem to be present - an observation that quickly presents a nightmarish reality.",0.9732278673562519,0.5769230769230769,0.03618420545360108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kandisha (2008),0.5999999999999659,0.9295774647887324,0.2,7.8,0.47023809523809523,"Directed by Jérôme Cohen-Olivar. With Hiam Abbass, Amal Ayouch, Khalid Benchagra, Assaad Bouab. Shattered by the loss of her child, Nyla Jayde, a brilliant criminal defense attorney, takes on a case involving a 14th century Moroccan legend, a vengeful spirit named ""Kandisha"".",0.3723760267721326,0.9358974358974359,0.018421047465373933,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Recall (2017),1.0,0.9295774647887324,0.5,4.9,0.4642857142857143,"Directed by Mauro Borrelli. With Wesley Snipes, RJ Mitte, Jedidiah Goodacre, Laura Bilgeri. When five friends vacation at a remote lake house they expect nothing less than a good time, unaware that planet Earth is under an alien invasion and mass-abduction.",0.9799209005171889,0.9358974358974359,0.017105257984764515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingdom Come (2014),0.39999999999997726,0.014084507042253521,0.2,4.3,0.5059523809523809,"Directed by Greg A. Sager. With Ry Barrett, Camille Hollett-French, William Foley, Jason Martorino. A group of strangers who wake up in what appears to be an abandoned building, unable to remember how they got there, find themselves haunted by strange visions and are forced to face all the wrongs they have done in their lives.",0.8223303924551262,0.15384615384615385,0.015789468504155097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Butcher Possessions (2014),0.5999999999999659,0.6338028169014085,0.2,4.8,0.34523809523809523,"Directed by Dale Trott. With Damien E. Lipp, Stephanie Mauro, Sophie Wright, Tristan Barr. When Chris Shaw takes his friends out to an isolated house to make a web video, they summon an evil spirit and must fight for survival once it begins to hunt them down.",0.22026163675083663,0.02564102564102564,0.010552626371329614,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Zombie: The Chronicles of Pain (1998),0.39999999999997726,0.9295774647887324,0.2,5.5,0.39880952380952384,"Directed by Andrew Parkinson. With Giles Aspen, Ellen Softley, Dean Sipling, Claire Griffin. A young man gets infected and gradually starts turning into a zombie.",0.3465165804685123,0.9358974358974359,0.0053157842385041275,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terror of Dracula (2012),0.0,0.9295774647887324,0.2,3.9,0.5238095238095238,"Directed by Anthony D.P. Mann. With Matt Davis, Heidi L. Dennis, Angela Faulkner, Andrea Hiltz. When Jonathan Harker, a young solicitor from England travels into the heart of the Carpathian mountains to meet with the ancient Count Dracula, he discovers the bloody terror and plague that now threatens to cast its shadow over England! Meanwhile, Quincy Morris summons his old friend Professor Van Helsing when a mysterious illness consumes his wife. Are the two puncture wounds on Lucy's throat ...",0.6495284453909339,0.15384615384615385,7.894210567864265e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Mountain Side (2014),0.8000000000000114,0.9295774647887324,0.2,4.8,0.5178571428571429,"Directed by Nick Szostakiwskyj. With Shane Twerdun, Michael Dickson, Carl Toftfelt, Marc Anthony Williams. Black Mountain Side follows a group of archaeologists after they uncover a strange structure in Northern Canada, dating over ten thousand years before the present. The team finds themselves isolated when their communication systems fail and it is not long before they begin to feel the effects of the solitude.",0.8588378460602373,0.15384615384615385,6.578421087254847e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Horrors: Gates of Hell (2012),0.0,0.9295774647887324,0.35000000000000003,4.9,0.4642857142857143,"Directed by Daniel Monroe. With Doug Bruch, Tim Bunch, Gary Dellaneve, Kyle Garrison. An ancient resurrected evil is loose at Western New York's largest and most terrifying haunted attraction: the House of Horrors. It's goal- to forever open the gates of Hell on Earth.",0.27198052935807726,0.9358974358974359,5.2626316066454293e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansel & Gretel: Witch Hunters (2013),0.19999999999998863,0.9295774647887324,0.5,6.1,0.45238095238095233,"Directed by Tommy Wirkola. With Jeremy Renner, Gemma Arterton, Peter Stormare, Famke Janssen. Hansel & Gretel are bounty hunters who track and kill witches all over the world. As the fabled Blood Moon approaches, the siblings encounter a new form of evil that might hold a secret to their past.",0.4438697900821418,0.34615384615384615,0.26315789085872576,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Reasons (2016),0.8000000000000114,0.9154929577464789,0.5,8.0,0.7083333333333334,"Directed by Spencer Hawken. With Marc Bannerman, Lucinda Rhodes Thakrar, Daniel Peacock, Roland Manookian. A missing girl, gangsters, a terrible secret, and a heavy body count. The British soap opera genre just got nasty.",0.623364770307271,0.8846153846153846,0.22593984555005933,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nocturne Six (2014),0.39999999999997726,0.9295774647887324,0.5,3.8,0.40476190476190477,"Directed by Charlton Jacob Jacques. With Nathaniel Jack, Jasmine Boyd, Nathan Witte, Scott Seol. A prime-time network news magazine show premieres controversial leaked footage from a highly-classified U.S. government program named Nocturne Six that recruits citizens with extrasensory abilities. Forced into the program by unscrupulous means, these gifted, yet apprehensive citizens, known as ""guardians"", are sent to parallel planes of Earth in order to thwart imminent attacks by dangerous ...",0.7152418618801338,0.15384615384615385,0.18872180024139296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wekufe (2016),0.8000000000000114,0.9295774647887324,0.5,8.4,0.40476190476190477,"Directed by Javier Attridge. With Matias Aldea, Paula Figueroa. A student travels with her boyfriend to Chiloé, remote Patagonia island in southern Chile, to investigate the link that exists between the high number of sexual related crimes and the myths 'n' legends that surround this mysterious place.",0.6486157590508062,0.1794871794871795,0.15150375493272653,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
